epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,8414.91,0.75568,0.47495,1.00939,0.92816,0.76044,0.83421,0.58736,1.09006,0.53987,1.21108,0.0007435,0.0007435,0.0007435
189,8459.45,0.74775,0.47246,1.00813,0.92865,0.76059,0.83398,0.58719,1.08983,0.53956,1.21124,0.000694,0.000694,0.000694
190,8503.92,0.74954,0.46901,1.0103,0.92873,0.76135,0.83423,0.58738,1.08963,0.53957,1.21129,0.0006445,0.0006445,0.0006445
191,8548.96,0.67122,0.38699,0.96854,0.92863,0.7612,0.83392,0.58744,1.08974,0.53972,1.21177,0.000595,0.000595,0.000595
192,8593.29,0.64211,0.37161,0.95507,0.9279,0.76108,0.83352,0.58741,1.08955,0.53995,1.21189,0.0005455,0.0005455,0.0005455
193,8637.23,0.63118,0.36758,0.95551,0.92933,0.76057,0.83344,0.58752,1.08919,0.53943,1.21213,0.000496,0.000496,0.000496
194,8681.03,0.6248,0.3627,0.94755,0.92981,0.76122,0.83366,0.58728,1.08895,0.53943,1.21219,0.0004465,0.0004465,0.0004465
195,8725.2,0.61843,0.36205,0.94793,0.93026,0.76096,0.83356,0.58759,1.08896,0.53956,1.21247,0.000397,0.000397,0.000397
196,8769.13,0.61322,0.35604,0.94315,0.93005,0.7614,0.83385,0.58806,1.08862,0.53979,1.21245,0.0003475,0.0003475,0.0003475
197,8813.17,0.61078,0.35571,0.942,0.93016,0.76094,0.83344,0.58822,1.0885,0.5397,1.2126,0.000298,0.000298,0.000298
198,8857.14,0.60836,0.35631,0.94181,0.93013,0.76146,0.83379,0.5884,1.08833,0.53985,1.21269,0.0002485,0.0002485,0.0002485
199,8901.07,0.60657,0.35522,0.94334,0.93054,0.76148,0.83383,0.58836,1.08824,0.53963,1.21309,0.000199,0.000199,0.000199
200,8945.05,0.59994,0.352,0.93872,0.93024,0.76174,0.83428,0.58894,1.08818,0.53983,1.21334,0.0001495,0.0001495,0.0001495
